NAME,ADDRESS,PHONE,WEBSITE,URL
Tredin Technologies Limited,"35 Odum Street, Rumuomasi, Port Harcourt, Rivers State Nigeria",0803 207 7331,https://tredintechnologies.com/,https://www.finelib.com/listing/Tredin-Technologies-Limited/37353/
Emval Nigeria Limited,"Emval Close, Off Shell Elelenwo Location Road, Km 16 Ph/Aba Expressway, Trans Amadi Port Harcourt, Rivers State","0811 561 8888, 0709 872 7105",http://www.emval.net/,https://www.finelib.com/listing/Emval-Nigeria-Limited/37355/
Digital Horizon Company Ltd,"2, Emeka Chuku Close, Opposite ALCON, Off Alcon Road, Port Harcourt, Rivers State Nigeria","0806 355 5499, 0802 324 7177",http://www.digitalhorizonngr.com/,https://www.finelib.com/listing/Digital-Horizon-Company-Ltd/37357/
Sydney Gateway Limited,"Suit 10, Victoria Plaza By Rumuodara Junction East-West Road, Port-Harcourt, Rivers State Nigeria","0803 466 7856, 0802 301 1871, 0805 275 3546",http://www.sydneygateway.com/,https://www.finelib.com/listing/Sydney-Gateway-Limited/37358/
Radial Circle Group,"43/45 Elelenwo Street, GRA Phase 1 Port Harcourt, Rivers State Nigeria","0702 907 1330, 0803 895 1342",https://radialcircle.com/,https://www.finelib.com/listing/Radial-Circle-Group/37361/
Owel-Linkso Group,"150 NTA /Choba Road, Mgbuoba Port Harcourt, Rivers Nigeria","084 235918, 084 486324",http://www.owel-linkso.com/,https://www.finelib.com/listing/OwelLinkso-Group/37366/
DSV Pipetronix Limited,"1, Rumuibekwe Road, Umuibekwe Housing Estate, Port Harcourt, Rivers State Nigeria","084 767 548, 0819 164 8323",https://dsvpipetronixng.com/,https://www.finelib.com/listing/DSV-Pipetronix-Limited/37370/
Lambic Technical & General Services Ltd,"59 Aba Road, Port Harcourt, Rivers State, Nigeria","+234 805 555 1239, +234 803 341 4564, +234 803 313 2167",http://lambicng.com/,https://www.finelib.com/listing/Lambic-Technical--General-Services-Ltd/37371/
Subim International Limited,"24 Opobo Crescent, GRA Phase 1, Port Harcourt, Rivers Nigeria","0803 342 5206, 0803 746 6420, 0802 323 3545",https://subim.com.ng/,https://www.finelib.com/listing/Subim-International-Limited/37432/
Wilkriss Nigeria Limited,"17 Okoroji Street D/Line, Port Harcourt, Rivers State","0803 3131 947, 0807 691 4099",http://www.wilkriss.com/,https://www.finelib.com/listing/Wilkriss-Nigeria-Limited/37435/
Tilone Subsea Limited,"127, Fiddil Commercial Avenue, Off Ordinance Junction, Trans Amadi Industrial Layout, Port Harcourt, Rivers Nigeria","0706 297 0514, 084 460 205",http://www.tilone.net/,https://www.finelib.com/listing/Tilone-Subsea-Limited/37437/
Trinitate International School,"Along Eneka Road, Igwuruta Port Harcourt, Rivers State Nigeria","0803 788 3357, 0803 790 4212, 0803 760 2848",https://www.trinitateinternationalschool.com/,https://www.finelib.com/listing/Trinitate-International-School/37440/
Greg Continental Agency Limited,"Plot 29A, Elelenwo Street, GRA Phase 1 Port Harcourt, Rivers State","0809 390 6262, 0909 026 0055",https://www.gcaenergy.com/,https://www.finelib.com/listing/Greg-Continental-Agency-Limited/37443/
Port Harcourt Electricity Distribution Company,"1 Moscow Road, Port Harcourt, Rivers Nigeria","0813 983 4000, 0813 983 4001, 0908 782 6375",https://phed.com.ng/,https://www.finelib.com/listing/Port-Harcourt-Electricity-Distribution-Company/37457/
Pivot GIS Limited,"Marblehead Equipment Yard, Opp Adokiye Amaesiamaka Stadium, Port Harcourt, Rivers Nigeria","+234-1-291 8568, +234-1-291 8560",http://www.pivotgis.com/,https://www.finelib.com/listing/Pivot-GIS-Limited/37466/
Unique Educational Consulting,"1 Omoku/Ndash Street, D/Line, Port Harcourt, Rivers Nigeria","0803 571 9790, 0806 622 4035, 0818 372 7215",https://uniqueduconsult.com/,https://www.finelib.com/listing/Unique-Educational-Consulting/37561/
Diamond Giant Consulting,"Suite 53, Terrace by Ecobank, Tafawa Balewa Square, Race course, Lagos Island, Lagos Nigeria","0803 508 7511, 0802 460 3725, 0805132 5229",https://www.diamondgiantconsulting.com/,https://www.finelib.com/listing/Diamond-Giant-Consulting/37565/
PumpKing Oilfield Services Ltd,"Block P, Betty-Fillips Estate along Boskel Close, Port Harcourt, Rivers State, Nigeria","+234 806 930 1983, +234 805 222 1009",https://www.pumpkingservices.com/,https://www.finelib.com/listing/PumpKing-Oilfield-Services-Ltd/37733/
Idofed Oil and Gas Services,"3 Old Aba Road, Suit 205, Ijeoma Plaza, Rumukwurushi, Port Harcourt, Rivers Nigeria",+234 803 878 0340,https://www.idofed.com/,https://www.finelib.com/listing/Idofed-Oil-and-Gas-Services/37737/
Megadrill Nigeria Limited,"21 Airport Road, Beside McDonald Secondary School, Igwuruta Port Harcourt, Rivers Nigeria",0708 279 1148,https://www.megadrill.com.ng/,https://www.finelib.com/listing/Megadrill-Nigeria-Limited/37739/
Petmam Ventures Limited,"16, Aba-PHC Expressway, Port Harcourt, Rivers Nigeria","0803 300 4571, 0808 979 1549, 0706 106 5413",https://www.petmamventures.net/,https://www.finelib.com/listing/Petmam-Ventures-Limited/37742/
Geoville Consulting Limited,"23 Mini-Otudo Street, Off Woji Estate Road, Woji Port Harcourt, Rivers Nigeria","0803 551 9032, 0808 355 0016",https://www.geoville.com.ng/,https://www.finelib.com/listing/Geoville-Consulting-Limited/37754/
Oasons Nigeria Limited,"5 Wadikom Street, 76b Woji Road, Rumurolu Town, Woji Junction, Port Harcourt, Rivers State","0803 754 3701, 0803 470 4169",http://www.oasonsnig.com/,https://www.finelib.com/listing/Oasons-Nigeria-Limited/37768/
The Promise,"18 Trans Amadi Road, Port Harcourt , Rivers Nigeria","0812 912 5101, 0803 722 9044",https://thepromisenig.com/,https://www.finelib.com/listing/The-Promise/37789/
Seafloat Marine Services Ltd,"Plot A8/A9, Fiddil Commercial Avenue, Off Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers Nigeria","+234 803 266 1935, +234 803 310 2060",http://www.seafloat.com/,https://www.finelib.com/listing/Seafloat-Marine-Services-Ltd/37801/
Tetraursler Engineering Ltd,"15, Silas Ihunwo Street, Off Alcon Road, Woji Port Harcourt, Rivers Nigeria","0803 336 4366, 0818 336 1391, 0809 847 1966",http://www.tuen-ltd.com,https://www.finelib.com/listing/Tetraursler-Engineering-Ltd/37804/
Juva Oil Services Nigeria Ltd,"52, Rumuolumeni Road, Port Harcourt, Rivers State",0806 516 4945,http://www.juvaoil.com/,https://www.finelib.com/listing/Juva-Oil-Services-Nigeria-Ltd/37806/
The Initiates Plc,"Plot 400, Location Road, Off Aba/PH Expressway (by Oyigbo Junction), Umuebule 5 Port Harcourt, Rivers State",84669510,https://initiatesgroup.com/,https://www.finelib.com/listing/The-Initiates-Plc/37818/
Thompson Okpoko & Partners,"68, Mbonu Street D/Line, Port Harcourt, Rivers Nigeria","0803 889 0086, 0802 305 7021",https://thompsonokpoko.com.ng/,https://www.finelib.com/listing/Thompson-Okpoko--Partners/37869/
Casefile & Co Attorneys LLC,"28A Emekuku Street, D-Line, Port Harcourt, Rivers Nigeria","0803 339 5973, 0802 853 3199",http://www.casefileandco.com/,https://www.finelib.com/listing/Casefile--Co-Attorneys-LLC/37875/
Intercolor Industries Limited,"125 Aba Road, Port Harcourt, Rivers Nigeria","0704 306 2920, 0803 340 4876, 0803 340 4877",https://www.intercolornigeria.com/,https://www.finelib.com/listing/Intercolor-Industries-Limited/37888/
The Initiates Group,"Plot 400, Location Road, Umuebule 5, Port Harcourt, Rivers State, Nigeria",+234 8 466 9510,https://initiatesgroup.com/,https://www.finelib.com/listing/The-Initiates-Group/37896/
Domingo Controls Limited,"77 Woji Road, GRA Phase 2, Port Harcourt, Rivers Nigeria","+234 803 704 5873, +234 805 759 5325",https://www.domingocontrols.com/,https://www.finelib.com/listing/Domingo-Controls-Limited/37975/
Imetimex Services Limited,"7 Eastern Bye Pass Road Opp. St. Patrick Hospital Off Ogbunabali Road, Port Harcourt, Rivers Nigeria","+234 803 315 7608, +234 809 815 7608",https://imetimexservices.com/,https://www.finelib.com/listing/Imetimex-Services-Limited/37986/
Citech Automation,"9 Market Road, Rumuomasi Port Harcourt, Rivers Nigeria","0809 222 2307, 0905 351 6990, 0809 986 3321",https://citechautomation.com/,https://www.finelib.com/listing/Citech-Automation/37990/
Kariala Konsult Nigeria Ltd,"Plot A47 Emeyal Street, G.R.A Phase 1, Port Harcourt, Rivers State, Nigeria",+234 803 310 2782,https://www.karialakonsult.com/,https://www.finelib.com/listing/Kariala-Konsult-Nigeria-Ltd/38002/
Dezionite Interiors and General Services Ltd.,"5, Woji-Elelewon Road, by Elitor Junction, Woji Port Harcourt, Rivers State",0806 153 2131,https://www.dezionite.com,https://www.finelib.com/listing/Dezionite-Interiors-and-General-Services-Ltd/38006/
Cellar Brothers and Company,"4, CreekView Drive, Woji Village, Port Harcourt, Rivers Nigeria","0802 326 6785, 0806 665 4689, 0806 035 8088",https://www.cellarbrothers.com.ng/,https://www.finelib.com/listing/Cellar-Brothers-and-Company/38013/
SoleWant Group,"22 Ahoada Street, Rumuibekwe Port Harcourt, Rivers Nigeria",+234 807 402 1496,https://solewantgroup.com/,https://www.finelib.com/listing/SoleWant-Group/38218/
Global Process and Pipeline Services Ltd,"Plot 7, Eastern Bye-Pass, Old GRA Extension, Port Harcourt, Rivers Nigeria",+234 8 430 0668,https://gppsl.com,https://www.finelib.com/listing/Global-Process-and-Pipeline-Services-Ltd/38245/
Topline Limited,"Plot 40, Birabi Street, Ogionwo Close, GRA Phase I, Port Harcourt, Rivers Nigeria","+234 908 781 0140, +234 803 3751 321, +234 8 446 2638",https://www.toplinelimited.com/,https://www.finelib.com/listing/Topline-Limited/38246/
Chenergy Services Ltd,"Plot 225, Trans Amadi Industrial Layout, off Ordinance Junction, Port Harcourt, Rivers State, Nigeria","+234 803 557 9388, +234 805 666 9160",https://chenergy.com.ng/,https://www.finelib.com/listing/Chenergy-Services-Ltd/38250/
Macans Global Services Limited,"Km 17, PH/Aba Expressway, Port Harcourt, Rivers State Nigeria","+234 803 309 2177, +234 809 519 8783, +234 810 131 8366",https://macans.com.ng/,https://www.finelib.com/listing/Macans-Global-Services-Limited/38255/
Craneburg Construction Company,"12, Igbodo Street, Old GRA, Port Harcourt, Rivers Nigeria","+234 803 677 7777, +234 814 000 0488",http://craneburg.com/,https://www.finelib.com/listing/Craneburg-Construction-Company/38261/
Chesdon Engineering Limited,"3 Ibaa Street, D/Line, Port Harcourt, Rivers Nigeria","+234 909 000 0021, +234 701 252 9906",https://chesdon.com/home/,https://www.finelib.com/listing/Chesdon-Engineering-Limited/38262/
Chattel Associates Nigeria Ltd,"No.10 Location Road (JuescoAvenue) Opp. Boskel Gate, Off Boskel Road, Off Port Harcourt-Aba Expressway, Elelenwo Industrial Area, Port Harcourt, Rivers Nigeria","0803 304 8176, 09029 872 602, 0705 743 1888",https://www.chattelng.com/,https://www.finelib.com/listing/Chattel-Associates-Nigeria-Ltd/38269/
Gulfships Limited,"New Market Road, Port Harcourt, Rivers Nigeria",+234 808 313 1138,http://www.gulfships.net/,https://www.finelib.com/listing/Gulfships-Limited/38311/
KIVIE Integrated Solutions Ltd,"1 IPIC Estate Akpajo, Port Harcourt, Rivers Nigeria",8170001706,http://kiviecorp.com/,https://www.finelib.com/listing/KIVIE-Integrated-Solutions-Ltd/38731/
Charams Academy,"15 Fugro Avenue Off Odani Road Eleme Express Road, Rumuwaji, Port Harcourt, Rivers State, Nigeria",0809 309 4145,http://www.charamsacademy.com/,https://www.finelib.com/listing/Charams-Academy/38754/
3-J Dental Clinic,N/A,N/A,N/A,https://www.finelib.com/listing/3J-Dental-Clinic/38846/
Dive Mechanix Limited,N/A,N/A,N/A,https://www.finelib.com/listing/Dive-Mechanix-Limited/38884/
Strategic Hub Limited,"Fonte House (Behind MRS Filling Station), First Artillery, Aba Road, Port Harcourt, Rivers Nigeria","0802 897 3599, 0813 851 6845",https://strategichub.net/,https://www.finelib.com/listing/Strategic-Hub-Limited/38940/
Difameg Network Nig Ltd,"No 14, Mini Woji Street Off Woji Road, Woji Town Port Harcourt, Rivers State Nigeria","0803 468 2529, 0805 583 444, 0708 256 8755",http://www.difameg.com/Training,https://www.finelib.com/listing/Difameg-Network-Nig-Ltd/38944/
Loctech IT Training Institute,"4a Etim-Okpoyo close, Bridge bus stop, Aba Express Road, Port Harcourt, Rivers State Nigeria","0803 708 4968, 0803 088 7945",https://www.loctechng.com/,https://www.finelib.com/listing/Loctech-IT-Training-Institute/38945/
Food for All International of Nigeria,"2, Woji Road, G.R.A. 2, Port Harcourt, Rivers State Nigeria","0817 193 3922, +234 806 426 2223, +234 803 957 8843",https://www.ffai-ngo.org/,https://www.finelib.com/listing/Food-for-All-International-of-Nigeria/39064/
Gopandy Musical,"No. 3 Chief Mba Street Behind 63 Ada George Road, Agip, Port Harcourt, Rivers State Nigeria",0817 706 6007,https://www.gopandy.com/,https://www.finelib.com/listing/Gopandy-Musical/39167/
Horandez & Detroit Construction Company Ltd,"Km 20 Port Expressway, Refinery Road, Port Harcourt, Rivers State Nigeria","0902 357 6611, 0808 777 4758",https://horandezng.com/,https://www.finelib.com/listing/Horandez--Detroit-Construction-Company-Ltd/39194/
Pure-Gold Int'l Ventures,"No 1 Otari Lane, Road 24 F.H.E Rumueme Agip, Port Harcourt, Rivers State","0806 368 9193, 0811 510 6168",https://puregoldintlventures.com.ng/,https://www.finelib.com/listing/PureGold-Intl-Ventures/39362/
Airtrace Solutions,"4 Shell Location Road, Agbada 2, Off Airport Road, Iguruta Port Harcourt, Rivers State","0812 775 2644, 0813 760 7578",https://airtracesolutions.com/,https://www.finelib.com/listing/Airtrace-Solutions/39427/
Nettetal Luxury,"No 14 Azikiwe Road old GRA, Beside Zenith Bank, Port Harcourt, Rivers State Nigeria",+234 803 775 2508,https://nettetalng.com/,https://www.finelib.com/listing/Nettetal-Luxury/39465/
UgoFly Travels & Tours,"Suite 32, Weli Shopping Complex, Off Old Aba Road, 1st Artillery, Port Harcourt, Rivers Nigeria",0809 828 0053,https://ugoflytravels.com/,https://www.finelib.com/listing/UgoFly-Travels--Tours/39494/
Global International Secondary School,"61, Olu Obansanjo Way, Port Harcourt, Rivers State Nigeria",+234 808 418 2246,https://giss.com.ng/,https://www.finelib.com/listing/Global-International-Secondary-School/39602/
Spar Supermarket,"1 Azikiwe Road, Port Harcourt, Rivers State Nigeria",0708 065 3800,https://www.sparnigeria.com/,https://www.finelib.com/listing/Spar-Supermarket/39868/
Filmhouse Cinemas,"1 Azikiwe Road, Port Harcourt Mall, Rivers State Nigeria",0902 497 3045,https://filmhouseng.com/,https://www.finelib.com/listing/Filmhouse-Cinemas/39869/
"Ruff ""N"" Tumble","Plot 1/2 Nnamdi Azikwe Road, Port Harcourt Mall, Rivers State Nigeria",0907 074 3594,https://www.ruffntumblekids.com/,https://www.finelib.com/listing/Ruff-N-Tumble/39870/
LifeMate Furniture,"Azikiwe Road, Port Harcourt Mall, Rivers State Nigeria","0808 672 5675, 0902 666 6621",https://www.elifemate.com/,https://www.finelib.com/listing/LifeMate-Furniture/39879/
Flourish Computers,"47, Elitor Street, Woji Port Harcourt, Rivers","0803 058 3525, 0812 098 2058, 0803 809 5498",https://flocomputers.com/,https://www.finelib.com/listing/Flourish-Computers/40047/
Kenyon International West Africa Co. Limited,"Plot 110 East-West Road, Port Harcourt, Rivers State Nigeria",+234 807 624 1437,https://kenyon-international.com/Kenyon,https://www.finelib.com/listing/Kenyon-International-West-Africa-Co-Limited/40388/
Vision Care Eye Clinic,"PLOT 131/132 Stadium Road, Rumuomasi Port Harcourt, Rivers State Nigeria","+234 803 492 8210, +234 802 581 1895, +234 805 919 3700",https://visioncareeyeclinicng.com/,https://www.finelib.com/listing/Vision-Care-Eye-Clinic/40617/
Saiplus Company Limited,"27 Abuja Plaza, Building Materials Market, Mile 3 Diobu Port Harcourt, River State Nigeria",0803 600 0348,http://www.saipluspipefittings.com/,https://www.finelib.com/listing/Saiplus-Company-Limited/40885/
Kakiva Essentials,"No 48C, Aluu Road, Rumuekini, off East West Road, Opposite Rumuosi Obio Akpor, Port Harcourt, Rvers State Nigeria","0809 209 2766, 0817 356 8504, 0706 557 9699",https://kakivacosmetics.com/,https://www.finelib.com/listing/Kakiva-Essentials/40902/
Elkan Terrace,"12B, Abacha Link Road, Diobu, Port Harcourt, Rivers Nigeria","0810 133 5676, 084 464 291",http://www.elkanterrace.com/,https://www.finelib.com/listing/Elkan-Terrace/43211/
Spectranet,"No 17 Olusegun Obasanjo Way, Diobu, Port Harcourt, Rivers State, Nigeria","0700 234 5678, 0800 234 5678",https://www.spectranet.com.ng/,https://www.finelib.com/listing/Spectranet/43231/
Pan African Business School,"93 East West Road, Rumuokoro, Port Harcourt, Rivers Nigeria","0813 288 2430, 0818 362 8138",http://www.pan-african.com/,https://www.finelib.com/listing/Pan-African-Business-School/43236/
GUO Transport,"224/5, Port Harcourt/Aba Road, Opp. Pleasure Park, by Bori Camp Bus stop, Port Harcourt, Rivers State Nigeria","0815 064 7900, 0807 509 0620, 0817 459 4910",https://www.guotransport.com/,https://www.finelib.com/listing/GUO-Transport/43237/
Nexpro Group,"19, Iwofe Road, Rumuolumeni, Port Harcourt, Rivers State, Nigeria",0803 797 9022,https://www.nexprogroup.com/,https://www.finelib.com/listing/Nexpro-Group/43251/
Otana Hearing & Edu-Health Services,"OTANA HOUSE, 69 Wawuna Street, off Obi Wali Road, Rumuigbo Port Harcourt, Rivers State Nigeria","0803 505 6602, 0803 399 9820",https://www.otanahearing.com/,https://www.finelib.com/listing/Otana-Hearing--EduHealth-Services/43261/
Booksmarts Limited,"111 Estate Road, Woji, Rumuolumeni, Port Harcourt, Rivers State Nigeria",0802 742 0215,https://booksmartsltd.wordpress.com/,https://www.finelib.com/listing/Booksmarts-Limited/43262/
Ignatius Ajuru University of Education,"Rumuolumeni U.O.E Road, Port Harcourt, Rivers, Nigeria",0803 486 9095,https://iauoe.edu.ng/,https://www.finelib.com/listing/Ignatius-Ajuru-University-of-Education/43264/
The Oiltest Group,"Plot 312 Danjuma Drive, Trans-Amadi Industrial Layout PortHarcourt, Rivers Nigeria","0803 402 1788, 084 461 262",https://www.oiltestgroup.com/,https://www.finelib.com/listing/The-Oiltest-Group/43269/
Tokyu Grand Hotel,"37 Bodo Road, GRA Phase 1 Port Harcourt, Rivers State Nigeria",084 901 301,https://tokyugrandhotels.com/,https://www.finelib.com/listing/Tokyu-Grand-Hotel/43271/
Visa Karena Hotels,"3D Wonodi Street, Off Olu Obasanjo Road, GRA Phase 1 Port Harcourt, Rivers Nigeria","0909 897 6066, 0803 552 3562, 0803 066 7422",https://visakarenahotels.com/,https://www.finelib.com/listing/Visa-Karena-Hotels/43272/
Dapo Olaiya Consulting,"117 Olu Obasanjo Road, GRA Phase 1, Port Harcourt, Rivers State Nigeria",0818 665 4123,https://dapoolaiya.com/,https://www.finelib.com/listing/Dapo-Olaiya-Consulting/43273/
ANSA Systems Limited,"No 97, Olu-Obasanjo Road, Port Harcourt, Rivers Nigeria","0805 869 9520, 0803 899 5858",https://ansasystemsltd.com/,https://www.finelib.com/listing/ANSA-Systems-Limited/43283/
Moses Cot Schools,"Plot 9 King David Street, Off Peace Drive, Abuloma, Port Harcourt","08188871777, 08187419113",http://mosescotschools.com/,https://www.finelib.com/listing/Moses-Cot-Schools/43365/
MRS Oil Nigeria Plc.,"MRS Aviation Local Airport, Ikeja, Lagos Nigeria","0708 806 1532, 0708 806 1536",http://www.mrsoilnigplc.net/,https://www.finelib.com/listing/MRS-Oil-Nigeria-Plc/43372/
HR-Live,"1 Ndachukwu Street, Rumuehinwo Estate, Rukpoku, Port Harcourt Nigeria","0806 952 4047, 0705 505 5696",https://hr-live.com/,https://www.finelib.com/listing/HRLive/43379/
Derron Group,"270 Trans Amadi Industrial Layout, Port Harcourt, River State Nigeria","+234 803 226 9251, +234 803 303 7400, +234 803 301 1206",https://derronshipping.com/,https://www.finelib.com/listing/Derron-Group/43443/
ShipMultiVision Nig. Ltd.,"No. 1 Block 1 Masarati Road Vintage Estate off Airforce/Eliozu Road, Port Harcourt, Rivers State","0703 883 3437, 0816 265 1068, 0803 309 4797",http://www.nigeriashipbuilding.com/welcome.html,https://www.finelib.com/listing/ShipMultiVision-Nig-Ltd/43472/
Emerson Marine Nigeria Ltd,"10 Kaduna Street, D/Line, Port Harcourt, Rivers State Nigeria","0803 777 5572, 08036 6222 74",http://www.emersonmarine.com.ng/,https://www.finelib.com/listing/Emerson-Marine-Nigeria-Ltd/43496/
Ace Centre Driving School,"1A Government House Drive Old GRA, Port Harcourt, Rivers State Nigeria","+234 803 606 9977, +234 808 088 3332, +234 803 194 4314",https://www.acecenterdrivingschool.com.ng/,https://www.finelib.com/listing/Ace-Centre-Driving-School/43549/
Airtrace Solutions Ltd,"Shell Location Road(opposite Bolingo) Agbada 2, Off Airport Road, Igwuruta Port Harcourt, Rivers State Nigeria","0812 393 2258, 0813 760 7578, 0812 775 2644",https://airtracesolutions.com/,https://www.finelib.com/listing/Airtrace-Solutions-Ltd/43585/
Westcot-Gulf Integrated Solution,"#24 Nnewi Street Off Portharcourt-Aba Express Rumuomasi, Port Harcourt, Rivers State Nigeria","+234 814 336 8518, +234 705 265 9904",https://westcot-gulf.wixsite.com/wgis,https://www.finelib.com/listing/WestcotGulf-Integrated-Solution/43838/
Jojo's Touch,"15 Ebony Hospital Road, Orazi, Port Harcourt, Rivers State, Nigeria","0803 916 8903, 0809 797 3886",https://jojostouch.com/,https://www.finelib.com/listing/Jojos-Touch/43915/
House Of Tara,"95 Tombia Extension GRA Phase 3, Port Harcourt, Rivers State, Nigeria",0802 478 7720,https://houseoftara.com/,https://www.finelib.com/listing/House-Of-Tara/43917/
The Vineyard Shopping & Entertainment Center,"88 Woji road, GRA Phase 2,Port Harcourt, Rivers State Nigeria","0811 716 8063, 0806 747 1407",http://thevineyard.ng/,https://www.finelib.com/listing/The-Vineyard-Shopping--Entertainment-Center/43926/
St Catherines Specialist Hospitals,"No 14 Trans Woji Road, Woji, Port Harcourt, Rivers State, Nigeria","0908 783 0735, 0908 783 0739",http://stcatherineshospital.net/new/,https://www.finelib.com/listing/St-Catherines-Specialist-Hospitals/43975/
Aeroport College of Aviation and Travel Management,"3rd Floor, 2 Old Aba Road, Opp Customary Court of Appeal,, Rumuogba, Port Harcourt, Rivers, Nigeria","0906 575 3203, 0708 229 9989, 0802 524 8797",http://aeroportcollegeofaviation.com/,https://www.finelib.com/listing/Aeroport-College-of-Aviation-and-Travel-Management/44011/
PEI Centre,"63 East/West Road, Eliogbolo Rumuokoro Port Harcourt, Rivers State Nigeria","0803 075 8345, 0708 999 6801",https://www.peicentre.com/,https://www.finelib.com/listing/PEI-Centre/44019/
JC International Limited - Training Centre,"Plot 5 JC Street, Off Peter Odili Road, Trans Amadi Port Harcourt, Rivers State Nigeria",0805 700 7225,https://jcinternationalng.com/,https://www.finelib.com/listing/JC-International-Limited--Training-Centre/44033/
Loctech IT Training Centre,"45 Port Harcourt - Aba Expy, Old Port Harcourt Twp, Port Harcourt, Rivers State Nigeria",0803 708 4968,https://www.loctechng.com/,https://www.finelib.com/listing/Loctech-IT-Training-Centre/44038/
Creseada International Ltd,"KM1, Onne / Refinery Road, Eleme Port Harcourt, Rivers State Nigeria","0903 0000 555, 01 295 5912, 01 290 6583",https://www.creseada.com/,https://www.finelib.com/listing/Creseada-International-Ltd/44098/
Odengene Air-Shuttle Services Ltd,"Civil Operators Wing, Nigeria Airforce Base (NAF Base), Port Harcourt, River State Nigeria","0803 446 3432, 0705 666 9020",https://www.oas-helicopters.com,https://www.finelib.com/listing/Odengene-AirShuttle-Services-Ltd/44100/
Mudiame Welding Institute Limited,"Plot 105, Igbo-Echie Road, Opposite Enarco, Rumuokwurusi Port Harcourt, Rivers State Nigeria",0810 356 7175,https://www.mudiame.com,https://www.finelib.com/listing/Mudiame-Welding--Institute-Limited/44103/
Amavino Resources,"No 48, MBM Plaza, Old Aba Road, Artillery Port Harcourt, Rivers State Nigeria","0803 310 7839, 0808 586 8011, 0817 310 7839",https://amavinoresourcesltd.com/,https://www.finelib.com/listing/Amavino-Resources/44124/
Lufthansa German Airlines - Port Harcourt,"Hotel Presidential, Port Harcourt, Rivers State Nigeria","0703 401 1336, 084 462 222",https://www.lufthansa.com/ng/en/homepage,https://www.finelib.com/listing/Lufthansa-German-Airlines--Port-Harcourt/44125/
Lincoln Continental Limited,"15 Chief Odum Street, Rumuomasi Port Harcourt, Rivers State Nigeria",0805 185 3400,http://lincolncontinentalltd.com/weldingtraining.htm,https://www.finelib.com/listing/Lincoln-Continental-Limited/44141/
Dolphins FC,"Port Harcourt, River State, Nigeria",0809 861 6325,https://dolphinfc.sitesng.com/,https://www.finelib.com/listing/Dolphins-FC/44196/
M & P Nigeria Limited,"3, Miracle Close, Uyo Street, By Stadium Road, Port Harcourt, Rivers State","0803 784 4999, 0803 316 5975",http://www.mandpnigerialtd.net,https://www.finelib.com/listing/M--P-Nigeria-Limited/44282/
Vaults & Gardens - Port Harcourt,"Aggrey Road, Off Cemetery Road, Port Harcourt, Rivers State Nigeria","0701 195 4397, 0701 195 4387",http://vaultsandgardens.com/,https://www.finelib.com/listing/Vaults--Gardens--Port-Harcourt/44389/
Freky Andrew-Essien Care Foundation,"5 Igwe Close 1, Off Igwe Street, Rumuogba Port Harcourt, Rivers State Nigeria",0817 256 5276,http://www.faecarefoundation.org/,https://www.finelib.com/listing/Freky-AndrewEssien-Care-Foundation/44391/
The Daughters of Charity,"St. Louise's Provincial House, Port Harcourt, Rivers State Nigeria","0803 673 2206, 0803 926 0518",http://daughtersofcharitynigeria.org,https://www.finelib.com/listing/The-Daughters-of-Charity/44393/
Pepperoni Cinemas,"183/185 East-West Road Rumuodara Junction, Port Harcourt, River State, Nigeria",0704 695 5062,https://pepperonicinemas.com/,https://www.finelib.com/listing/Pepperoni-Cinemas/44475/
Water Borehole Drillers Nigeria,"Suite 207 Ahahuru Plaza, 44 Ebony Clinic Road, Oroazi, Port Harcourt, Rivers State, Nigeria","0803 942 2997, 0706 635 0483, 0809 011 1175",https://www.waterboreholedrilling.com/,https://www.finelib.com/listing/Water-Borehole-Drillers-Nigeria/44516/
Bistar Limited,"264 Aba Road, Port-Harcourt, Rivers State, Nigeria","0810 555 0400, 0803 970 9912",http://bistarng.com/,https://www.finelib.com/listing/Bistar-Limited/44517/
The Oasis Center,"Oasis Center, 12a Psychiatric road Off Rumuola Road, Port Harcourt, Rivers State Nigeria","0809 710 0692, 0809 984 382, 0909 714 2727",https://www.oasiscenter.com.ng/,https://www.finelib.com/listing/The-Oasis-Center/44564/
Gabriel Domale,"1 Ben - Gabriel Close Ozuoba, Port Harcourt, Rivers State","0815 412 4061, 0807 032 2373",https://www.gabrieldomale.com,https://www.finelib.com/listing/Gabriel-Domale/44821/
Chuxel Computers,"Plot 10 Sani Abacha Road, GRA Phase 3 Port Harcourt, Rivers State Nigeria","0703 483 2573, 0809 304 9317",https://chuxelcomputers.com,https://www.finelib.com/listing/Chuxel-Computers/44924/
Jevenik Resturant,"57 Tombia Street, GRA Phase 1 Port Harcourt, Rivers State Nigeria","0803 336 1707, 0803 310 4154, 0704 378 3970",https://jevinik.com/,https://www.finelib.com/listing/Jevenik-Resturant/44933/
Emerald Hotels Ltd,"193 Port Harcourt Aba Express Road, Rumuola, Port Harcourt, Rivers Nigeria","0703 683 6353, 0803 099 1610, 0808 991 2428",https://www.emeraldhotelsltd.com/,https://www.finelib.com/listing/Emerald-Hotels-Ltd/44938/
